Frecuencia (Hz)	volumen (dB)
2484,393311	-98,181938
2487,084961	-98,145370
2489,776611	-97,979530
2492,468262	-97,294014
2495,159912	-98,418289
2497,851563	-98,501663
2500,543213	-98,521477
2503,234863	-98,149323
2505,926514	-98,499573
2508,618164	-99,111343
2511,309814	-99,882622
2514,001465	-99,295654
2516,693115	-99,646400
2519,384766	-97,396370
2522,076416	-97,768005
2524,768066	-97,389305
2527,459717	-99,758926
2530,151367	-97,525658
2532,843018	-98,551117
2535,534668	-98,473259
2538,226318	-99,667374
2540,917969	-97,354355
2543,609619	-97,754593
2546,301270	-99,731255
2548,992920	-98,135216
2551,684570	-98,140617
2554,376221	-96,494507
2557,067871	-98,859436
2559,759521	-98,631248
2562,451172	-96,960220
2565,142822	-96,788399
2567,834473	-97,236488
2570,526123	-97,778023
2573,217773	-96,526787
2575,909424	-96,241425
2578,601074	-95,883850
2581,292725	-96,022644
2583,984375	-98,396912
2586,676025	-95,928238
2589,367676	-98,171516
2592,059326	-99,235146
2594,750977	-97,897659
2597,442627	-96,250778
2600,134277	-97,233391
2602,825928	-96,862137
2605,517578	-99,178329
2608,209229	-96,475281
2610,900879	-97,922684
2613,592529	-96,621910
2616,284180	-98,135384
2618,975830	-97,590126
2621,667480	-96,529778
2624,359131	-96,161789
2627,050781	-95,135567
2629,742432	-96,988770
2632,434082	-98,068886
2635,125732	-97,247032
2637,817383	-97,593811
2640,509033	-97,333916
2643,200684	-98,915993
2645,892334	-99,182594
2648,583984	-97,641388
2651,275635	-96,972206
2653,967285	-96,723366
2656,658936	-97,604317
2659,350586	-97,269218
2662,042236	-95,031586
2664,733887	-94,986633
2667,425537	-96,785774
2670,117188	-97,321564
2672,808838	-97,689484
2675,500488	-96,737793
2678,192139	-96,630920
2680,883789	-97,502304
2683,575439	-97,204025
2686,267090	-98,099594
2688,958740	-98,425652
2691,650391	-98,266060
2694,342041	-98,139336
2697,033691	-98,103165
2699,725342	-98,692810
2702,416992	-95,805054
2705,108643	-96,282990
2707,800293	-94,311195
2710,491943	-96,463158
2713,183594	-97,253716
2715,875244	-97,613113
2718,566895	-98,009338
2721,258545	-98,142723
2723,950195	-98,046135
2726,641846	-97,456497
2729,333496	-99,096771
2732,025146	-97,048286
2734,716797	-97,607117
2737,408447	-98,654526
2740,100098	-97,377472
2742,791748	-98,121643
2745,483398	-97,221268
2748,175049	-96,128502
2750,866699	-97,491150
2753,558350	-97,257141
2756,250000	-97,316101
2758,941650	-96,649597
2761,633301	-97,093903
2764,324951	-97,124725
2767,016602	-97,362495
2769,708252	-97,127655
2772,399902	-97,892471
2775,091553	-97,746536
2777,783203	-98,491653
2780,474854	-98,880722
2783,166504	-98,507294
2785,858154	-97,459717
